id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3276114,ATICO CON TERRAZA CHILL OUT,670775,Cpi Gestión Encuentra Tu Mansión,QUATRE CARRERES,MONT-OLIVET,39.45895,-0.36322,Entire home/apt,,10,1,2024-12-25,0.37,5,5,1,VT32072V
3331996,Ancient fisher flat near city beach,6269463,Ana Maria,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46514,-0.33204,Entire home/apt,160,14,4,2024-12-02,0.04,1,193,1,VT-38136-V
3340429,Apartment Playa Patacona / Malvarro,16740356,Berta,POBLATS MARITIMS,LA MALVA-ROSA,39.48301,-0.3269,Entire home/apt,95,3,102,2024-08-25,0.79,1,33,4,VT-37231-V
3398866,Loft centro Torres de Quart Botánico,560986397,Reklam Iñila S.L.,CIUTAT VELLA,EL PILAR,39.47493,-0.38381,Entire home/apt,308,3,130,2025-01-04,1.02,1,250,29,VT-34183-V
3426665,Private Terrace Marina Beach Flat!,2563972,Melanie,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.463,-0.33069,Entire home/apt,128,7,345,2025-03-02,2.67,3,218,31,VT-36385-V
3459023,Open Plan Rooftop Apartment with Garden,372326,Sandro And BB,CIUTAT VELLA,EL MERCAT,39.47224,-0.37941,Entire home/apt,121,28,71,2024-11-01,0.81,2,187,6,
3459543,Malvarrosa Digital Nomads,17434716,Jose María,POBLATS MARITIMS,LA MALVA-ROSA,39.48222,-0.32754,Entire home/apt,104,30,21,2025-03-01,0.17,1,282,1,Apto. Temporada GVA
3472484,Apartamento muy céntrico reformado. Opción parking,17493319,Juan,EXTRAMURS,LA ROQUETA,39.46761,-0.38021,Entire home/apt,125,3,398,2025-03-01,4.41,4,48,55,
3517823,Penthouse with Terrace in the Heart of Valencia,3242505,Jorge,EXTRAMURS,ARRANCAPINS,39.46854,-0.38735,Entire home/apt,153,4,235,2025-03-14,1.81,1,204,33,VT-39423-V
3550616,Wide & luminous apartment with breakfast,17681626,Andres,QUATRE CARRERES,MALILLA,39.44965,-0.3736,Entire home/apt,98,2,16,2025-01-07,0.24,1,108,4,VT-36496-V
3554160,Cozy flat in old town,185240,Victoria,CIUTAT VELLA,LA SEU,39.474,-0.37599,Entire home/apt,155,2,489,2025-03-02,3.80,1,92,64,VT-42340-V
3643077,Piso en el corazón Russafa-Early/Late Checkin/out,14220620,Luca,L'EIXAMPLE,RUSSAFA,39.46331,-0.37326,Entire home/apt,168,3,174,2025-03-09,1.53,1,205,38,VT36574V
3736295,Balcony to the sea close to the beach,1387923,Pilar,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47296,-0.32794,Entire home/apt,165,2,78,2025-03-01,0.67,7,288,15,AT-34420-A
3759310,The best of Valencia by walk,2095681,Silvia,CIUTAT VELLA,LA SEU,39.47488,-0.37698,Private room,52,2,124,2024-12-28,0.98,3,64,12,
3798923,Maravilloso atico de diseño,7740877,Giuliana,CAMINS AL GRAU,PENYA-ROJA,39.46028,-0.34609,Entire home/apt,118,2,324,2025-02-27,2.54,1,93,37,
3800639,"Digital Nomads, Students Welcome",19518291,Sergio,POBLATS MARITIMS,LA MALVA-ROSA,39.48303,-0.32896,Entire home/apt,,7,201,2024-12-05,1.57,1,116,19,
3873970,Red room in Benimaclet,9036540,Wäntig,EL PLA DEL REAL,JAUME ROIG,39.48492,-0.36363,Private room,29,30,8,2019-08-11,0.06,5,317,0,
3885779,Room with balcony view of Viveros,9036540,Wäntig,EL PLA DEL REAL,JAUME ROIG,39.48413,-0.36317,Private room,31,30,4,2015-09-08,0.03,5,365,0,
3910499,Apartamento único Universidades Politécnica UPV,13036093,Vicent,ALGIROS,LA CARRASCA,39.47265,-0.33906,Entire home/apt,82,5,195,2025-03-08,1.52,1,43,37,
3927517,Apartamento muy amplio y luminoso en Nazaret,20347737,Núria,POBLATS MARITIMS,NATZARET,39.44539,-0.33009,Entire home/apt,148,28,36,2024-12-02,0.39,1,106,14,
3937711,Apartamento con Encanto,18539683,Kari,CAMINS AL GRAU,LA CREU DEL GRAU,39.46118,-0.34347,Entire home/apt,63,2,289,2025-02-04,2.25,1,172,21,VT-44387-V
3995313,Quiet Apartment in Historic Centre,20712235,Ximo,CIUTAT VELLA,EL CARME,39.47834,-0.38097,Entire home/apt,192,2,234,2025-02-25,1.83,1,76,60,VT-42229-V
3997953,Stylish apartment in leafy location,15465191,Rory,EXTRAMURS,EL BOTANIC,39.47932,-0.38704,Entire home/apt,166,3,277,2025-03-03,2.23,1,152,39,
4057758,"One or two people, 3´ away from the beach, wifi",2977703,Carlos,POBLATS MARITIMS,LA MALVA-ROSA,39.48179,-0.33017,Private room,29,59,40,2019-09-26,0.41,1,89,0,
4071257,Charming room in Alameda,21115878,Emigdio,EL PLA DEL REAL,EXPOSICIO,39.47447,-0.3617,Private room,50,2,44,2023-12-03,1.21,1,41,0,
4082223,Habitación doble en Ruzafa,21121213,George,EXTRAMURS,ARRANCAPINS,39.46056,-0.37937,Shared room,57,1,5,2024-12-01,0.04,1,286,1,
4140461,Terrace Loft in Russafa,5603919,Paco,L'EIXAMPLE,RUSSAFA,39.46156,-0.37515,Entire home/apt,,2,282,2025-02-25,2.24,2,128,31,VT-37041-V
4209753,Apartamento primera línea de playa,21842352,Rafa,POBLATS DEL SUD,EL SALER,39.35565,-0.32221,Entire home/apt,,2,74,2025-01-03,0.61,1,249,9,VT-39009-V
4216011,Newly renovated in April 2015. View.,15677841,Jose Y Susana,CIUTAT VELLA,EL MERCAT,39.47308,-0.37929,Entire home/apt,241,2,711,2025-03-03,5.90,4,74,83,VT-36461-V
4216116,Design & Confort in Historic Center,15677841,Jose Y Susana,CIUTAT VELLA,EL MERCAT,39.47501,-0.37697,Entire home/apt,136,2,278,2025-03-09,2.24,4,227,47,VT - 36466 - V
4230255,El Rincon de las Artes_free WIFI,21952955,Carlos,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45556,-0.35985,Entire home/apt,80,2,427,2025-03-13,3.40,1,127,77,VT-34294-V
4252632,Parque Central. WIFI-Parking-Aire Acondicion,123160301,Place Your Place,QUATRE CARRERES,MALILLA,39.45493947539758,-0.37757547665976343,Entire home/apt,158,5,176,2024-12-30,1.39,71,15,21,VT-42761-V
4395740,Habitacion Reino de Valencia,22819769,Raul,L'EIXAMPLE,LA GRAN VIA,39.46335,-0.3641,Private room,59,3,159,2025-02-24,2.31,2,323,29,
4468939,PISO EN FINCA ROJA CENTRO VALENCIA,1461256,Javier,EXTRAMURS,ARRANCAPINS,39.4631,-0.38437,Entire home/apt,221,2,198,2025-03-03,1.57,2,327,35,VT-38634-V
4489050,Moderno y céntrico apartamento con terraza,5174605,Irene,L'EIXAMPLE,RUSSAFA,39.46297073364258,-0.3742240071296692,Entire home/apt,211,1,223,2025-01-19,1.77,1,29,41,
4510287,El Mejor lugar Valencia Centro,16874090,Maru,CIUTAT VELLA,SANT FRANCESC,39.47038,-0.37304,Entire home/apt,157,7,93,2024-11-06,0.75,1,114,16,
4586824,"Cute, luminous and comfortable",23776415,Fernanda,L'EIXAMPLE,RUSSAFA,39.46269,-0.3746,Entire home/apt,40,28,23,2025-02-01,0.20,1,25,4,
4595165,In the Heart of the Old Town & Food Market Central,23819032,Gloria,CIUTAT VELLA,EL MERCAT,39.47317,-0.37671,Entire home/apt,164,3,614,2025-03-12,4.90,3,296,75,VT-34618-V
4721231,Grande luminosa a 20 minutos de la maratón,24367730,Luz,EL PLA DEL REAL,MESTALLA,39.47507,-0.3591,Private room,50,2,88,2025-03-06,0.94,12,72,22,
4734115,Charming Loft,24442960,José,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47153,-0.33125,Entire home/apt,128,2,274,2025-03-11,2.34,3,125,62,VT-39565-V
5000236,Habitación luminosa y acogedora.,25785176,Susana,BENICALAP,BENICALAP,39.49611,-0.38121,Private room,15,4,22,2020-04-01,0.22,2,273,0,
5003768,bohemian urban style,9142314,Rafael,CIUTAT VELLA,LA SEU,39.47633,-0.3789,Entire home/apt,100,5,166,2024-11-17,1.37,1,274,11,
5092574,AMAZING STAY IN CENTRAL PENTHOUSE !!!,26311267,Tono,CIUTAT VELLA,SANT FRANCESC,39.46932,-0.37975,Entire home/apt,114,3,639,2025-02-25,5.19,1,116,63,VT-42520-V
5108571,"El Palomar, Terrace overlooking the city",26397759,Paloma,L'EIXAMPLE,RUSSAFA,39.46040344238281,-0.3678480088710785,Entire home/apt,113,3,19,2025-03-04,0.16,1,181,11,
5191760,Charming loft in Plaza Redonda -3,4075514,Ana,CIUTAT VELLA,EL MERCAT,39.47387,-0.37678,Entire home/apt,170,3,338,2025-02-23,2.77,6,173,56,VT-34651-V
5229002,Apartamento en el corazón de Ruzafa,18677767,Maria Josefa,L'EIXAMPLE,RUSSAFA,39.45916,-0.37563,Entire home/apt,257,2,188,2025-03-08,1.55,1,233,20,VT-40525-V
5264483,"APARTMENT TO RENT, PARKING & POOL!",2037083,Isabel,RASCANYA,SANT LLORENS,39.49344,-0.36077,Entire home/apt,,28,28,2024-08-24,0.23,8,32,1,Registro Turístico nº VT-36686-V
5283997,HOME IN VALENCIA AT PLAZA DE LA REINA-CATEDRAL,27357046,Maria,CIUTAT VELLA,EL MERCAT,39.47352,-0.37589,Entire home/apt,465,2,246,2025-02-08,2.41,1,262,49,VT-33246-V
5401943,Superb Apartment Valencia Center,1512611,Lula & Luna,CIUTAT VELLA,EL PILAR,39.47165,-0.38129,Entire home/apt,215,2,48,2024-10-03,1.14,3,65,3,AT36769V
5429336,Loft next to the beach / wifi /,27424764,Pedro,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46611022949219,-0.3272239863872528,Entire home/apt,129,3,208,2025-03-05,1.73,3,156,62,VT-51189-V
5431062,Radiant Apartment with Balcony near Mercat Central,28171930,Carles,CIUTAT VELLA,EL MERCAT,39.47192,-0.37835,Entire home/apt,174,2,357,2025-03-09,2.93,2,117,35,VT-41262-V
5432823,Estudio 4º centro histórico Valencia Ciutat Vella,12282162,Carmina Y Ivan,CIUTAT VELLA,EL CARME,39.48017,-0.38102,Entire home/apt,166,2,427,2025-03-11,3.51,4,0,26,VT-37984-V
5436669,3 habitaciones Céntrico,219476,Antonio,LA SAIDIA,MORVEDRE,39.48626,-0.37273,Entire home/apt,,5,22,2024-08-17,0.19,4,0,2,VT-41541-V
5502004,Apartamento con vistas en La Albufera,18590159,Yvonne,POBLATS DEL SUD,EL SALER,39.35886764526367,-0.32105499505996704,Entire home/apt,271,11,57,2025-01-07,0.47,2,271,11,
5514651,MLH (My Little Home) Free WiFi - A/C,28604409,Rafa,L'EIXAMPLE,RUSSAFA,39.45902,-0.3752,Entire home/apt,171,7,223,2024-12-09,1.83,1,221,24,VT-40051-V
5536781,Ático con terraza en el Carmen,28708606,Pilar,CIUTAT VELLA,EL CARME,39.48049,-0.3822,Entire home/apt,60,2,124,2019-08-24,1.02,1,1,0,
5560396,sunny flat at 300m from the beach -  WIFI/AC,28826149,Mariam,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46536,-0.32941,Entire home/apt,139,3,211,2024-11-06,1.76,2,90,16,VT-36507-V
5561557,LIGHTY · TERRACE · 4PAX · CABANYAL · BEACH,28826149,Mariam,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4646,-0.3297,Entire home/apt,143,3,249,2024-12-01,2.07,2,36,21,VT-41441-V
5578177,LUXURY FLAT  CENTER VALENCIA WIFI,28921041,Alejandra,CIUTAT VELLA,LA XEREA,39.47256,-0.37198,Entire home/apt,174,2,199,2025-03-10,1.65,1,28,38,VT-39276-V
5579434,YoungPenthouse,8704211,Francisco Javier,EXTRAMURS,LA PETXINA,39.471656799316406,-0.38840800523757935,Entire home/apt,133,5,50,2025-03-02,1.92,2,282,27,VT-44170-V
5588671,ツ♥︎Relaxed Centric Comfy♥︎Trendy Ruzafa,28976065,Amparo,L'EIXAMPLE,RUSSAFA,39.45984,-0.37758,Entire home/apt,181,6,365,2025-03-01,3.00,1,251,12,VT-38003-V
5592556,Amazing Luxury Design Centre Apt.,28994960,Jaime,CIUTAT VELLA,SANT FRANCESC,39.47102,-0.37669,Entire home/apt,203,3,393,2025-03-07,3.23,3,281,54,VT-36992-V
5657631,Apartment Ruzafa N.reg.VT-36405-V CAT.E,29324712,Apartment  Nºregistro VT-36405-V CA,L'EIXAMPLE,RUSSAFA,39.46209,-0.36718,Entire home/apt,119,3,216,2025-01-03,1.78,1,72,30,VT 36405 V CAT.-E
5744385,Cozy room in Vintage flat,2736688,Begoña,BENIMACLET,BENIMACLET,39.48634118744251,-0.36701482748486336,Private room,42,3,79,2025-03-07,0.68,2,58,19,
5754905,"Very cosy apartment, Historic Centre: el Carmen",14073448,Mick,CIUTAT VELLA,EL CARME,39.4775,-0.37936,Entire home/apt,127,4,123,2024-11-04,1.12,1,212,4,VT-43476-V
5788831,Wonderful Penthouse & great terraze,30035149,Oliver Gloria,CAMINS AL GRAU,CAMI FONDO,39.46582,-0.35456,Entire home/apt,87,4,67,2020-07-26,0.55,1,1,0,
5794235,Old Town city center cozy flat in old style  AC,10489482,Magui,EXTRAMURS,EL BOTANIC,39.47527,-0.3853,Entire home/apt,337,2,282,2025-03-06,2.39,1,21,41,
5955158,Elegant and bright apartment with free WIFI,30912672,Apartamentos FV Flats Valencia,CAMINS AL GRAU,ALBORS,39.46959,-0.35392,Entire home/apt,118,2,26,2024-10-14,0.26,15,65,1,VT-32554-V
5955816,Elegant and bright apartment with free WIFI,30912672,Apartamentos FV Flats Valencia,CAMINS AL GRAU,ALBORS,39.46958,-0.35392,Entire home/apt,118,2,33,2024-12-02,0.28,15,67,1,VT-32556-V
5956116,3 Bedrooms Apartment with free WIFI,30912672,Apartamentos FV Flats Valencia,CAMINS AL GRAU,ALBORS,39.4696,-0.35387,Entire home/apt,186,2,47,2025-02-15,0.39,15,111,6,VT-32553-V
5956427,3 Bedrooms Apartment with free WIFI,30912672,Apartamentos FV Flats Valencia,CAMINS AL GRAU,ALBORS,39.4696,-0.35387,Entire home/apt,186,2,21,2025-01-03,0.19,15,110,3,VT-32555-V
5956789,3 Bedrooms Apartment with free WIFI,30912672,Apartamentos FV Flats Valencia,CAMINS AL GRAU,ALBORS,39.4696,-0.35387,Entire home/apt,186,2,49,2024-01-03,0.42,15,99,0,VT-32557-V
5957076,Centric 3 bedroom Apartment with WIFI,30912672,Apartamentos FV Flats Valencia,EL PLA DEL REAL,MESTALLA,39.47375,-0.35985,Entire home/apt,135,2,90,2025-01-17,0.77,15,70,12,VT-33279-V
5957142,Centric 3 bedrooms Apartment with WIFI,30912672,Apartamentos FV Flats Valencia,EL PLA DEL REAL,MESTALLA,39.47375,-0.35985,Entire home/apt,135,2,51,2024-10-20,0.43,15,78,7,VT-33278-V
5957190,Centric 3 bedrooms Apartment with WIFI,30912672,Apartamentos FV Flats Valencia,EL PLA DEL REAL,MESTALLA,39.47387,-0.35978,Entire home/apt,135,2,27,2024-03-08,0.24,15,81,0,VT-33282-V
5957237,Centric 3 bedrooms Apartment with WIFI,30912672,Apartamentos FV Flats Valencia,EL PLA DEL REAL,MESTALLA,39.47387,-0.35978,Entire home/apt,135,2,31,2024-12-13,0.27,15,85,7,VT-33281-V
5987516,Habitación bonita cerca de la playa,1473383,Clara,POBLATS MARITIMS,EL GRAU,39.45993,-0.33866,Private room,26,1,16,2023-05-31,0.19,1,161,0,
5988649,SPACIOUS FLAT IN THE CITY OF ARTS,31092355,Eva,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.4549,-0.35826,Entire home/apt,126,1,186,2025-02-24,1.55,1,156,16,
6036966,Encanto junto a Plaza Redonda,462800,Victor,CIUTAT VELLA,LA SEU,39.47478942211089,-0.3765915607986238,Entire home/apt,140,1,324,2025-03-05,2.78,1,241,35,VT-38084-V
6073436,LOVE!!! Flat historical building,734381,Isaac,L'EIXAMPLE,RUSSAFA,39.46235,-0.37794,Entire home/apt,96,30,72,2024-11-27,0.62,2,263,6,
6102773,Loft with amazing roof terrace on the top,12282162,Carmina Y Ivan,CIUTAT VELLA,EL CARME,39.47918,-0.38109,Entire home/apt,160,2,415,2025-03-10,3.46,4,180,27,VT-37980-V
6111377,Avenida Apartment,31708005,Veronica,EL PLA DEL REAL,MESTALLA,39.46792,-0.35927,Entire home/apt,139,3,132,2025-03-10,1.12,2,171,23,VT-37498-V
6111952,Great loft with a cat and a chill out terrace.,25990637,Rubén,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46569,-0.33219,Entire home/apt,103,2,64,2025-03-11,0.53,1,213,19,
6152021,Charming room next to the Cathedral,31912464,Olga,CIUTAT VELLA,LA SEU,39.47634,-0.37701,Private room,67,2,355,2025-03-05,2.96,2,328,53,
6209759,★ Sunny terrace with breathtaking sea views! ★,791187,Inés,POBLATS MARITIMS,LA MALVA-ROSA,39.48223,-0.32582,Entire home/apt,209,5,72,2025-01-05,0.63,7,4,10,
6258634,Loft with terrace on the beach,32515274,Javier,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.472415924072266,-0.32641899585723877,Entire home/apt,138,3,178,2025-01-03,1.49,1,34,5,VT-41461-V
6269594,Habitación acogedora,32581860,Encarni,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45566026611338,-0.3583940863609314,Private room,72,1,4,2024-12-01,0.42,1,171,4,
6272168,Light Room 1900's Ruzafa Apartment,39118604,Charlie,L'EIXAMPLE,RUSSAFA,39.46019,-0.37795,Private room,,4,168,2025-03-04,1.41,1,0,17,
6272554,Cozy apartment near the center,32582074,Dmytro And Olga,LA SAIDIA,SANT ANTONI,39.48697,-0.37514,Entire home/apt,91,30,74,2023-08-11,0.62,1,122,0,
6298661,Nice and cozy beach apartment.,1246110,Raquel,POBLATS DEL SUD,EL SALER,39.35209,-0.31972,Entire home/apt,109,2,52,2025-02-22,0.46,1,267,8,VT-44245-V
6308174,Apartment en ciudad de las ciencias,32815342,Marcos,QUATRE CARRERES,MONT-OLIVET,39.45934,-0.36138,Entire home/apt,139,4,264,2025-03-09,2.22,3,150,28,VT-42402-V
6309654,Rooftop with Unique Beach Views,7336811,Sergio,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46874,-0.32614,Entire home/apt,121,5,171,2025-03-03,1.45,1,168,25,VT-37175-V
6333124,Flat near beach+city center+WiFi,31664620,Mayte,CAMINS AL GRAU,AIORA,39.46839,-0.3439,Entire home/apt,104,2,516,2025-03-11,4.31,1,27,69,
6339285,Super&Lolf& T E R R A C E&Center Valencia wifi A.C,211991268,ValenciaGUEST,CIUTAT VELLA,SANT FRANCESC,39.47128,-0.37416,Entire home/apt,133,1,214,2024-12-08,1.81,72,145,4,VT-37318V
6390304,Sunny flat with Viveros view and close to metro,9036540,Wäntig,LA SAIDIA,TRINITAT,39.48477,-0.36503,Entire home/apt,71,30,12,2022-08-14,0.10,5,90,0,v-644335
6406953,Centro Ciudad Barrio del Carmen,33416440,Raúl,CIUTAT VELLA,EL PILAR,39.47591,-0.38118,Entire home/apt,169,5,274,2025-02-24,2.54,2,136,33,VT-38790-V
6422011,APARTAMENTO EN TORRES DE QUART,3437604,Vicent,CIUTAT VELLA,EL PILAR,39.47567,-0.38299,Entire home/apt,200,5,85,2021-11-30,0.72,3,360,0,
6446418,New flat in front of the Old Turia River,21500764,Julia,L'OLIVERETA,NOU MOLES,39.4749,-0.39908,Entire home/apt,140,100,0,,,3,362,0,
6447081,Sunny apartment in Ruzafa's Market,33660292,Jose,L'EIXAMPLE,RUSSAFA,39.46177,-0.37091,Entire home/apt,143,2,461,2025-02-23,3.87,1,162,58,
6459520,"Unique, Industrial Loft near to the Beach, WiFi",16596768,Filippo,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46462,-0.33132,Entire home/apt,82,12,156,2021-12-19,1.31,2,21,0,
6470569,Atico céntrico en valencia,4708020,Nathan Cosmos,CIUTAT VELLA,SANT FRANCESC,39.47342,-0.37584,Entire home/apt,,1,26,2021-06-07,0.22,11,327,0,
6478998,Estudio para parejas con terraza en la playa,8988014,Emilio Y Sara,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46658,-0.3315,Entire home/apt,130,3,261,2024-12-29,2.19,6,137,7,VT-36802-V
6550334,RENOVATED CHARMING IN MALVARROSA BEACH Free WiFi,34260510,Stella,POBLATS MARITIMS,LA MALVA-ROSA,39.47926,-0.32796,Entire home/apt,,2,71,2024-08-18,0.60,1,1,6,
6622656,Loft with terrace in typical house of Cabanyal,30699295,Vicent,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47254,-0.32939,Entire home/apt,88,6,276,2025-03-03,2.34,1,105,36,VT-39021-V
6633807,Se alquila habitación en Ruzafa,34723372,Francesca,L'EIXAMPLE,RUSSAFA,39.45973,-0.37198,Private room,170,90,0,,,1,365,0,
6656626,Vivienda San Martín I,34840363,Antonietta,CIUTAT VELLA,SANT FRANCESC,39.473,-0.3758,Entire home/apt,112,3,402,2025-02-18,3.38,2,340,29,VT-38128-V
6676061,Apartment next to the beach / wifi,27424764,Pedro,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47069,-0.33055,Entire home/apt,71,11,524,2025-03-04,4.45,3,42,40,VT-36560-V
6683134,HABITACIONES CENTRO VALENCIA,1461256,Javier,EXTRAMURS,ARRANCAPINS,39.46188,-0.38481,Private room,60,2,0,,,2,228,0,
6793315,BEAUTIFUL BEACH FRONT ATTIC,35560497,Antonio,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46313,-0.32268,Entire home/apt,121,2,421,2025-03-01,3.55,1,138,43,VT-37902-V
6872011,Habitación Amplia e Iluminada,35621262,Amparo,L'OLIVERETA,NOU MOLES,39.46949,-0.39897,Private room,34,10,139,2025-01-29,1.23,2,235,20,
6873422,loft en pleno centro de valencia,33657693,Pilar,EXTRAMURS,LA ROQUETA,39.46705,-0.37681,Entire home/apt,150,2,360,2025-03-14,3.16,1,105,69,
6877620,Apartamento con terraza privada cerca de la playa,8988014,Emilio Y Sara,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46827,-0.32988,Entire home/apt,157,3,192,2025-02-09,1.62,6,145,5,VT-36801-V
6923443,Valencia lovely private room B&B ;),27660513,Óscar,L'EIXAMPLE,RUSSAFA,39.46508,-0.37652,Private room,72,365,2,2015-08-27,0.02,1,365,0,
6950734,VALENCIAN LIFESTYLE :-)  NEAR THE BEACH,36441295,Carlos,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46710636119375,-0.3312573116677265,Entire home/apt,228,5,185,2025-03-03,1.57,3,127,27,
7000120,LOLA-S BEACH. Apartamento primera línea de playa,36538342,Ismael,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46892,-0.32552,Entire home/apt,149,2,290,2025-03-09,2.46,3,82,21,VT-41376-V
7096025,Cerrajeros 4 · Cerrajeros 4 Central Market,12044109,Guillermo Pierre,CIUTAT VELLA,EL MERCAT,39.4734659,-0.376993,Entire home/apt,178,1,287,2025-02-16,2.49,33,307,20,AT-37940V
7120265,Apartamento Juanjo,670775,Cpi Gestión Encuentra Tu Mansión,POBLATS MARITIMS,EL GRAU,39.45818,-0.334,Entire home/apt,299,10,1,2024-12-25,0.37,5,5,1,32073
7151261,ALTA I  with large Terrace -  Parking Available,933504,Anthony,CIUTAT VELLA,EL CARME,39.47882,-0.38081,Entire home/apt,151,5,128,2024-12-04,1.09,6,42,26,
7209862,Ático de lujo en centro VLC,1099860,Teresa,L'EIXAMPLE,RUSSAFA,39.46205,-0.36687,Entire home/apt,359,60,88,2023-12-10,0.84,1,364,0,
7213312,"Historic center.
 Stays longer than 10 days",37767162,Carolina,CIUTAT VELLA,EL CARME,39.47691,-0.37829,Entire home/apt,114,11,196,2024-11-06,1.67,1,124,7,
7231878,Piso céntrico con preciosas vistas.,37865832,Inma,LA SAIDIA,MARXALENES,39.48377,-0.38086,Entire home/apt,144,2,131,2025-03-02,1.12,1,29,28,VT-43424-V
7232532,Apartamento cerca de la playa y UPV,32113924,Miguel Ángel,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47362,-0.33334,Entire home/apt,79,3,79,2024-09-01,0.67,2,15,10,
7238705,Charming study next to the cathedral,30034579,Emiliano Mario Americo,CIUTAT VELLA,LA SEU,39.47631,-0.37585,Entire home/apt,133,3,464,2025-03-09,3.94,1,1,56,
7254820,Sunny urban jungle (walk everywhere!),13553868,Rita,EXTRAMURS,ARRANCAPINS,39.46296,-0.38248,Entire home/apt,108,3,175,2025-03-10,1.49,1,72,21,VT-39564-V
7278108,Apartamento confortable,31213505,Amparo,QUATRE CARRERES,NA ROVELLA,39.44971,-0.36954,Entire home/apt,150,4,0,,,1,129,0,
7321783,Tranquila y soleada.,25785176,Susana,BENICALAP,BENICALAP,39.49528,-0.38103,Private room,22,4,48,2019-01-02,0.41,2,345,0,
7379080,Habitacion single cerca de la playa,8788278,Laura,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46909,-0.33109,Private room,26,2,75,2024-12-02,0.64,3,79,15,VT-45916-V
7382978,ROOM in CENTRAL HOUSE in VALENCIA.-,34729982,Luisa,EXTRAMURS,ARRANCAPINS,39.46957,-0.38902,Private room,67,1,293,2025-02-02,2.72,2,216,38,
7448657,Apartamento Valencia Centro-WiFi,39011399,Paula,QUATRE CARRERES,MONT-OLIVET,39.46241,-0.3616,Entire home/apt,107,3,97,2025-01-07,0.88,1,112,8,VT-36783-V
7450754,Room with Private Bathroom and Air Conditioning.,34729982,Luisa,EXTRAMURS,ARRANCAPINS,39.47091,-0.38596,Private room,77,1,473,2025-02-16,4.04,2,202,41,
7485605,APARTAMENTO FRENTE PLAYA MALVARROSA,39205012,Marian,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47357,-0.32817,Entire home/apt,145,3,45,2024-08-15,0.39,1,203,9,VT-38389-V
7488823,Apartment in El Carmen (Center),48542379,Nacho Y Jacobo,CIUTAT VELLA,EL CARME,39.47915,-0.3797,Entire home/apt,209,2,175,2024-10-13,1.49,7,179,2,VT-37904-V
7553881,"Oasis Urbano &
Terraza privada",14932075,Carmen,JESUS,LA RAIOSA,39.45573,-0.38392,Entire home/apt,132,3,100,2025-02-07,1.18,1,226,4,VT-42915-V
7578968,Apartamento en playa El Perellonet,39733293,Maria,POBLATS DEL SUD,EL PERELLONET,39.29627,-0.28831,Entire home/apt,79,1,83,2025-03-09,0.71,1,290,20,
7591826,Gran habitación lujo en mansión,39812733,Manuel,POBLATS DEL SUD,FAITANAR,39.42834,-0.39478,Private room,80,2,2,2024-05-04,0.02,2,360,1,
7593391,Gran hab.en mansión,39812733,Manuel,POBLATS DEL SUD,FAITANAR,39.42729,-0.3947,Private room,77,2,3,2024-08-18,0.03,2,365,1,
7600872,Penthouse in historic Center,5331828,Pallmi,CIUTAT VELLA,SANT FRANCESC,39.46875,-0.38067,Entire home/apt,131,3,285,2025-03-09,2.44,2,204,25,VT42469V
7612099,EQUIPPED APARTMENT VALENCIA CENTER!,2037083,Isabel,L'EIXAMPLE,RUSSAFA,39.4616,-0.37605,Entire home/apt,180,28,18,2023-08-15,0.15,8,53,0,Registro Turístico nº VT-36688-V
